"","year","month","summit","PE","temp","precip","D","spei_3","spei_12","date","region"
"13087","2022","10","QNS",-228.66128385067,15.3311690750943,261.595163682973,32.9338798323029,-1.36534850504734,-0.598517247153089,2022-10-01,"HQM"
"13088","2022","10","QSS",-228.66128385067,15.3311690750943,261.595163682973,32.9338798323029,-1.36534850504734,-0.598517247153089,2022-10-01,"HQM"
"13089","2022","10","SEN",-222.887776792049,14.0013587172314,328.60424015907,105.71646336702,-1.29649596178995,-0.624976277317712,2022-10-01,"DAS"
"13090","2022","10","SMN",-255.306772887707,15.3002865986158,256.959263423955,1.65249053624802,-1.15131159463771,-0.086480784013261,2022-10-01,"HQM"
"13091","2022","10","SMZ",-182.88641422987,14.8127692725069,464.251015523946,281.364601294076,-0.852999086174874,-0.401977300652153,2022-10-01,"NAH"
"13092","2022","10","SUN",-204.295948147774,13.7657472630983,373.3894417086,169.093493560826,-1.47247221437034,-0.725675800827608,2022-10-01,"DAS"
"13093","2022","10","TSW",-205.252438783646,13.9999805040257,202.46516559509,-2.78727318855587,-0.736461966084351,-0.22730966562201,2022-10-01,"SYU"
"13094","2022","10","YAT",-204.295948147774,13.7657472630983,373.3894417086,169.093493560826,-1.47247221437034,-0.725675800827608,2022-10-01,"DAS"
"13095","2022","10","ZNF",-182.88641422987,14.8127692725069,464.251015523946,281.364601294076,-0.852999086174874,-0.401977300652153,2022-10-01,"NAH"
"13096","2022","11","DSH",-185.874193906784,14.0625864240859,89.9100339881898,-95.9641599185943,-0.13643222352423,-0.27342634125784,2022-11-01,"SYU"
"13097","2022","11","HUU",-172.272883355618,14.85354508294,113.769952105713,-58.5029312499046,-0.395578223154882,-0.952773817163882,2022-11-01,"SAC"
"13098","2022","11","JIA",-172.272883355618,14.85354508294,113.769952105713,-58.5029312499046,-0.395578223154882,-0.952773817163882,2022-11-01,"SAC"
"13099","2022","11","JNJ",-211.951360106468,13.1630231645373,113.655287670326,-98.2960724361419,0.0656584895853627,-0.124782773200958,2022-11-01,"SYU"
"13100","2022","11","LIN",-205.547668039799,14.4268984900581,163.508016514015,-42.0396515257835,-0.0893631645216631,-0.120276530505998,2022-11-01,"NAH"
"13101","2022","11","MIN",-172.272883355618,14.85354508294,113.769952105713,-58.5029312499046,-0.395578223154882,-0.952773817163882,2022-11-01,"SAC"
"13102","2022","11","QNS",-178.184665739536,14.4161156124539,158.0481118433,-20.1365538962364,-0.183257742366225,-0.603834077685879,2022-11-01,"HQM"
"13103","2022","11","QSS",-178.184665739536,14.4161156124539,158.0481118433,-20.1365538962364,-0.183257742366225,-0.603834077685879,2022-11-01,"HQM"
"13104","2022","11","SEN",-185.404218733311,13.0049041324192,117.284420775604,-68.1197979577064,-0.177483606728543,-0.641539252044783,2022-11-01,"DAS"
"13105","2022","11","SMN",-205.547668039799,14.4268984900581,163.508016514015,-42.0396515257835,-0.0893631645216631,-0.120276530505998,2022-11-01,"HQM"
"13106","2022","11","SMZ",-141.854256391525,14.2093827565511,173.529032515717,31.6747761241913,0.329476441616544,-0.393143292312018,2022-11-01,"NAH"
"13107","2022","11","SUN",-160.709716379642,12.8459333207873,167.483810233307,6.77409385366445,-0.329964373953705,-0.78186947502158,2022-11-01,"DAS"
"13108","2022","11","TSW",-173.897549510002,12.6097543928358,121.465567397308,-52.4319821126937,0.285806587320957,-0.211275388570594,2022-11-01,"SYU"
"13109","2022","11","YAT",-160.709716379642,12.8459333207873,167.483810233307,6.77409385366445,-0.329964373953705,-0.78186947502158,2022-11-01,"DAS"
"13110","2022","11","ZNF",-141.854256391525,14.2093827565511,173.529032515717,31.6747761241913,0.329476441616544,-0.393143292312018,2022-11-01,"NAH"
"13111","2022","12","DSH",-174.144826829433,8.66044350900961,40.7602592578087,-133.384567571625,0.140905480320776,-0.308737376157442,2022-12-01,"SYU"
"13112","2022","12","HUU",-164.821200072765,9.85167649792089,78.4201353063736,-86.4010647663918,-0.101097887206211,-1.00805387691466,2022-12-01,"SAC"
"13113","2022","12","JIA",-164.821200072765,9.85167649792089,78.4201353063736,-86.4010647663918,-0.101097887206211,-1.00805387691466,2022-12-01,"SAC"
"13114","2022","12","JNJ",-197.44299352169,7.67576661468837,59.0977027287636,-138.345290792927,0.176278062992559,-0.159431670799124,2022-12-01,"SYU"
"13115","2022","12","LIN",-185.577638447285,9.00867204563593,116.79934255983,-68.778295887455,0.292996051371236,-0.150586563247783,2022-12-01,"NAH"
"13116","2022","12","MIN",-164.821200072765,9.85167649792089,78.4201353063736,-86.4010647663918,-0.101097887206211,-1.00805387691466,2022-12-01,"SAC"
"13117","2022","12","QNS",-158.531710505486,9.16778347876766,125.12471817638,-33.4069923291054,0.128195708613526,-0.629982235364854,2022-12-01,"HQM"
"13118","2022","12","QSS",-158.531710505486,9.16778347876766,125.12471817638,-33.4069923291054,0.128195708613526,-0.629982235364854,2022-12-01,"HQM"
"13119","2022","12","SEN",-187.102116644382,8.0889391827327,76.2314229478989,-110.870693696484,0.331608356998585,-0.666400767324256,2022-12-01,"DAS"
"13120","2022","12","SMN",-185.577638447285,9.00867204563593,116.79934255983,-68.778295887455,0.292996051371236,-0.150586563247783,2022-12-01,"HQM"
